gene_name	gene_id
TNFRSF9	ENSG00000049249
TNFSF11	ENSG00000120659
TNFSF12	ENSG00000239697
TNFSF13	ENSG00000161955
TNFSF13B	ENSG00000102524
TNFSF14	ENSG00000125735
TNFSF15	ENSG00000181634
TNFSF18	ENSG00000120337
TNFSF4	ENSG00000117586
TNFSF8	ENSG00000106952
TNFSF9	ENSG00000125657
TNIP2	ENSG00000168884
TOLLIP	ENSG00000078902
TRIM10	ENSG00000204613
TRIM14	ENSG00000106785
TRIM17	ENSG00000162931
TRIM2	ENSG00000109654
TRIM22	ENSG00000132274
TRIM26	ENSG00000234127
TRIM29	ENSG00000137699
TRIM3	ENSG00000110171
TRIM31	ENSG00000204616
TRIM34	ENSG00000258659
TRIM35	ENSG00000104228
TRIM38	ENSG00000112343
TRIM45	ENSG00000134253
TRIM46	ENSG00000163462
TRIM48	ENSG00000150244
TRIM5	ENSG00000132256
TRIM6	ENSG00000121236
TRIM62	ENSG00000116525
TRIM68	ENSG00000167333
TRIM8	ENSG00000171206
TSLP	ENSG00000145777
TWIST1	ENSG00000122691
TXLNA	ENSG00000084652
TYK2	ENSG00000105397
VRK3	ENSG00000105053
XAF1	ENSG00000132530
ZEB1	ENSG00000148516
CIAO1	ENSG00000144021
CIAO2B	ENSG00000166595
CIAO3	ENSG00000103245
CIAPIN1	ENSG00000005194
ERCC2	ENSG00000104884
MMS19	ENSG00000155229
NDOR1	ENSG00000188566
NUBP1	ENSG00000103274
NUBP2	ENSG00000095906
CGAS	ENSG00000164430
CRCP	ENSG00000241258
DDX41	ENSG00000183258
DHX36	ENSG00000174953
DHX9	ENSG00000135829
IFI16	ENSG00000163565
LRRFIP1	ENSG00000124831
NLRC3	ENSG00000167984
NLRP4	ENSG00000160505
POLR3A	ENSG00000148606
POLR3B	ENSG00000013503
POLR3C	ENSG00000186141
POLR3D	ENSG00000168495
POLR3E	ENSG00000058600
POLR3F	ENSG00000132664
POLR3G	ENSG00000113356
POLR3GL	ENSG00000121851
POLR3H	ENSG00000100413
POLR3K	ENSG00000161980
PRKDC	ENSG00000253729
RIPK3	ENSG00000129465
STING1	ENSG00000184584
TLR3	ENSG00000164342
TREX1	ENSG00000213689
TRIM56	ENSG00000169871
ZBP1	ENSG00000124256
AARS1	ENSG00000090861
AIMP1	ENSG00000164022
AIMP2	ENSG00000106305
CARS1	ENSG00000110619
DARS1	ENSG00000115866
EEF1E1	ENSG00000124802
EPRS1	ENSG00000136628
FARSA	ENSG00000179115
FARSB	ENSG00000116120
GARS1	ENSG00000106105
HARS1	ENSG00000170445
IARS1	ENSG00000196305
KARS1	ENSG00000065427
LARS1	ENSG00000133706
MARS1	ENSG00000166986
NARS1	ENSG00000134440
PPA1	ENSG00000180817
QARS1	ENSG00000172053
RARS1	ENSG00000113643
SARS1	ENSG00000031698
TARS1	ENSG00000113407
VARS1	ENSG00000204394
WARS1	ENSG00000140105
YARS1	ENSG00000134684
PRKCE	ENSG00000171132
CLEC5A	ENSG00000258227
KIR2DS4	ENSG00000221957
KLRC2	ENSG00000205809
SIGLEC14	ENSG00000254415
SIGLEC15	ENSG00000197046
SIGLEC16	ENSG00000161643
PDE4A	ENSG00000065989
PDE4B	ENSG00000184588
PDE4C	ENSG00000105650
PDE4D	ENSG00000113448
PPP1R1B	ENSG00000131771
CASP10	ENSG00000003400
CYLD	ENSG00000083799
DHX58	ENSG00000108771
IFIH1	ENSG00000115267
MAP3K1	ENSG00000095015
MAVS	ENSG00000088888
NLRC5	ENSG00000140853
NLRX1	ENSG00000160703
OTUD5	ENSG00000068308
PCBP2	ENSG00000197111
RNF125	ENSG00000101695
RNF135	ENSG00000181481
RNF216	ENSG00000011275
SIKE1	ENSG00000052723
TAX1BP1	ENSG00000106052
TKFC	ENSG00000149476
TNFAIP3	ENSG00000118503
CUL4A	ENSG00000139842
CUL4B	ENSG00000158290
DDB1	ENSG00000167986
DTL	ENSG00000143476
MAD2L2	ENSG00000116670
NPLOC4	ENSG00000182446
PCLAF	ENSG00000166803
POLH	ENSG00000170734
POLI	ENSG00000101751
POLK	ENSG00000122008
RAD18	ENSG00000070950
REV1	ENSG00000135945
REV3L	ENSG00000009413
SPRTN	ENSG00000010072
USP1	ENSG00000162607
USP10	ENSG00000103194
USP43	ENSG00000154914
WDR48	ENSG00000114742
ACTR5	ENSG00000101442
ACTR8	ENSG00000113812
DDB2	ENSG00000134574
INO80	ENSG00000128908
INO80B	ENSG00000115274
INO80C	ENSG00000153391
INO80D	ENSG00000114933
INO80E	ENSG00000169592
NFRKB	ENSG00000170322
RAD23A	ENSG00000179262
TFPT	ENSG00000105619
XPC	ENSG00000154767
ALKBH5	ENSG00000091542
FTO	ENSG00000140718
MGMT	ENSG00000170430
APBB1	ENSG00000166313
BAP1	ENSG00000163930
EYA1	ENSG00000104313
EYA2	ENSG00000064655
EYA3	ENSG00000158161
EYA4	ENSG00000112319
PPP5C	ENSG00000011485
DCLRE1C	ENSG00000152457
EME1	ENSG00000154920
EME2	ENSG00000197774
ERCC1	ENSG00000012061
ERCC4	ENSG00000175595
GEN1	ENSG00000178295
MUS81	ENSG00000172732
NHEJ1	ENSG00000187736
PALB2	ENSG00000083093
POLL	ENSG00000166169
POLM	ENSG00000122678
POLQ	ENSG00000051341
PPP4C	ENSG00000149923
PPP4R2	ENSG00000163605
RAD51AP1	ENSG00000111247
RAD51B	ENSG00000182185
RAD51D	ENSG00000185379
RAD52	ENSG00000002016
RIF1	ENSG00000080345
SIRT6	ENSG00000077463
SLX1A	ENSG00000132207
SLX4	ENSG00000188827
SPIDR	ENSG00000164808
SUMO2	ENSG00000188612
TDP1	ENSG00000042088
TDP2	ENSG00000111802
TIMELESS	ENSG00000111602
TIPIN	ENSG00000075131
XRCC2	ENSG00000196584
XRCC3	ENSG00000126215
AQR	ENSG00000021776
CHD1L	ENSG00000131778
DCLRE1A	ENSG00000198924
DCLRE1B	ENSG00000118655
ELL	ENSG00000105656
ERCC3	ENSG00000163161
ERCC5	ENSG00000134899
ERCC8	ENSG00000049167
FAAP100	ENSG00000185504
FAAP20	ENSG00000162585
FAAP24	ENSG00000131944
FAN1	ENSG00000198690
FANCA	ENSG00000187741
FANCB	ENSG00000181544
FANCC	ENSG00000158169
FANCD2	ENSG00000144554
FANCE	ENSG00000112039
FANCF	ENSG00000183161
FANCG	ENSG00000221829
FANCI	ENSG00000140525
FANCL	ENSG00000115392
FANCM	ENSG00000187790
GTF2H1	ENSG00000110768
GTF2H2	ENSG00000145736
GTF2H3	ENSG00000111358
GTF2H4	ENSG00000213780
GTF2H5	ENSG00000272047
HMGN1	ENSG00000205581
ISY1	ENSG00000240682
MSH2	ENSG00000095002
MSH3	ENSG00000113318
MSH6	ENSG00000116062
PIAS3	ENSG00000131788
PMS2	ENSG00000122512
POLN	ENSG00000130997
PPIE	ENSG00000084072
PRPF19	ENSG00000110107
SUMO3	ENSG00000184900
TCEA1	ENSG00000187735
UBE2T	ENSG00000077152
USP45	ENSG00000123552
USP7	ENSG00000187555
UVSSA	ENSG00000163945
XAB2	ENSG00000076924
XPA	ENSG00000136936
ZNF830	ENSG00000198783
DNMT1	ENSG00000130816
DNMT3B	ENSG00000088305
DNMT3L	ENSG00000142182
UHRF1	ENSG00000276043
BCL9	ENSG00000116128
BCL9L	ENSG00000186174
CBY1	ENSG00000100211
CHD8	ENSG00000100888
CTBP1	ENSG00000159692
CTNNBIP1	ENSG00000178585
MEN1	ENSG00000133895
PYGO1	ENSG00000171016
PYGO2	ENSG00000163348
SOX13	ENSG00000143842
SOX17	ENSG00000164736
SOX3	ENSG00000134595
SOX4	ENSG00000124766
SOX6	ENSG00000110693
SOX7	ENSG00000171056
SOX9	ENSG00000125398
SRY	ENSG00000184895
TLE1	ENSG00000196781
TLE2	ENSG00000065717
TLE3	ENSG00000140332
TLE4	ENSG00000106829
CNOT1	ENSG00000125107
CNOT10	ENSG00000182973
CNOT11	ENSG00000158435
CNOT2	ENSG00000111596
CNOT3	ENSG00000088038
CNOT4	ENSG00000080802
CNOT7	ENSG00000198791
CNOT8	ENSG00000155508
PAIP1	ENSG00000172239
PAN2	ENSG00000135473
PAN3	ENSG00000152520
TNKS1BP1	ENSG00000149115
DCP1B	ENSG00000151065
DCPS	ENSG00000110063
DDX6	ENSG00000110367
EDC3	ENSG00000179151
EDC4	ENSG00000038358
HBS1L	ENSG00000112339
LSM1	ENSG00000175324
LSM2	ENSG00000204392
LSM3	ENSG00000170860
LSM4	ENSG00000130520
LSM5	ENSG00000106355
LSM6	ENSG00000164167
LSM7	ENSG00000130332
NT5C3B	ENSG00000141698
PATL1	ENSG00000166889
TTC37	ENSG00000198677
WDR61	ENSG00000140395
CLIP3	ENSG00000105270
MADD	ENSG00000110514
NSMAF	ENSG00000035681
OTUD7B	ENSG00000264522
OTULIN	ENSG00000154124
PRDM4	ENSG00000110851
RACK1	ENSG00000204628
RNF31	ENSG00000092098
SHARPIN	ENSG00000179526
SMPD3	ENSG00000103056
SORCS3	ENSG00000156395
SPPL2A	ENSG00000138600
SPPL2B	ENSG00000005206
TRAF1	ENSG00000056558
USP2	ENSG00000036672
USP21	ENSG00000143258
USP4	ENSG00000114316
ADAMTS1	ENSG00000154734
ADAMTS10	ENSG00000142303
ADAMTS12	ENSG00000151388
ADAMTS13	ENSG00000160323
ADAMTS15	ENSG00000166106
ADAMTS16	ENSG00000145536
ADAMTS17	ENSG00000140470
ADAMTS18	ENSG00000140873
ADAMTS19	ENSG00000145808
ADAMTS20	ENSG00000173157
ADAMTS4	ENSG00000158859
ADAMTS5	ENSG00000154736
ADAMTS6	ENSG00000049192
ADAMTS7	ENSG00000136378
ADAMTS8	ENSG00000134917
ADAMTS9	ENSG00000163638
ADAMTSL1	ENSG00000178031
ADAMTSL2	ENSG00000197859
ADAMTSL3	ENSG00000156218
ADAMTSL4	ENSG00000143382
ADAMTSL5	ENSG00000185761
B3GLCT	ENSG00000187676
CFP	ENSG00000126759
SBSPON	ENSG00000164764
SEMA5B	ENSG00000082684
SPON1	ENSG00000262655
SPON2	ENSG00000159674
SSPOP	ENSG00000197558
THBS1	ENSG00000137801
THBS2	ENSG00000186340
THSD1	ENSG00000136114
THSD4	ENSG00000187720
THSD7A	ENSG00000005108
THSD7B	ENSG00000144229
ACAN	ENSG00000157766
FMOD	ENSG00000122176
KERA	ENSG00000139330
LUM	ENSG00000139329
OGN	ENSG00000106809
OMD	ENSG00000127083
PRELP	ENSG00000188783
C1GALT1	ENSG00000106392
C1GALT1C1	ENSG00000171155
CHST6	ENSG00000183196
CP	ENSG00000047457
SLC40A1	ENSG00000138449
SFTA3	ENSG00000257520
SFTA3	ENSG00000229415
SFTPA1	ENSG00000122852
SFTPA2	ENSG00000185303
SFTPB	ENSG00000168878
SFTPC	ENSG00000168484
SFTPD	ENSG00000133661
EXT1	ENSG00000182197
EXT2	ENSG00000151348
VWF	ENSG00000110799
F11	ENSG00000088926
F9	ENSG00000101981
GP1BA	ENSG00000185245
GP1BB	ENSG00000203618
GP5	ENSG00000178732
GP9	ENSG00000169704
GALE	ENSG00000117308
GALK1	ENSG00000108479
GALNT12	ENSG00000119514
GALNT3	ENSG00000115339
GALT	ENSG00000213930
GCK	ENSG00000106633
HK1	ENSG00000156515
B4GAT1	ENSG00000174684
LARGE1	ENSG00000133424
LFNG	ENSG00000106003
NOTCH2	ENSG00000134250
NOTCH3	ENSG00000074181
NOTCH4	ENSG00000204301
PGM1	ENSG00000079739
POMGNT1	ENSG00000085998
POMT1	ENSG00000130714
POMT2	ENSG00000009830
RHAG	ENSG00000112077
F12	ENSG00000131187
SLC11A2	ENSG00000110911
SLC17A8	ENSG00000179520
SLC1A1	ENSG00000106688
SLC20A2	ENSG00000168575
SLC22A12	ENSG00000197891
SLC22A18	ENSG00000110628
SLC24A4	ENSG00000140090
SLC24A5	ENSG00000188467
SLC26A3	ENSG00000091138
SLC26A4	ENSG00000091137
SLC27A4	ENSG00000167114
SLC29A3	ENSG00000198246
SLC33A1	ENSG00000169359
SLC34A1	ENSG00000131183
SLC34A2	ENSG00000157765
SLC34A3	ENSG00000198569
SLC35A2	ENSG00000102100
SLC35A3	ENSG00000117620
SLC39A4	ENSG00000147804
HEPH	ENSG00000089472
SLC5A5	ENSG00000105641
SLC6A2	ENSG00000103546
SLC6A3	ENSG00000142319
SLC6A5	ENSG00000165970
SLC9A6	ENSG00000198689
SLC9A9	ENSG00000181804
SLCO2A1	ENSG00000174640
GCKR	ENSG00000084734
GGCX	ENSG00000115486
RNF146	ENSG00000118518
TNKS	ENSG00000173273
TNKS2	ENSG00000107854
DACT1	ENSG00000165617
HECW1	ENSG00000002746
KLHL12	ENSG00000117153
ABAT	ENSG00000183044
ALDH5A1	ENSG00000112294
GLI1	ENSG00000111087
SUFU	ENSG00000107882
GLI2	ENSG00000074047
CTBP2	ENSG00000175029
TLE5	ENSG00000104964
ZRANB1	ENSG00000019995
ADO	ENSG00000181915
CDO1	ENSG00000129596
CSAD	ENSG00000139631
ETHE1	ENSG00000105755
MPST	ENSG00000128309
SLC25A10	ENSG00000183048
SUOX	ENSG00000139531
TST	ENSG00000128311
TSTD1	ENSG00000215845
A2M	ENSG00000175899
ADAM15	ENSG00000143537
ADAM8	ENSG00000151651
CAPN1	ENSG00000014216
CAPN10	ENSG00000142330
CAPN11	ENSG00000137225
CAPN12	ENSG00000182472
CAPN13	ENSG00000162949
CAPN14	ENSG00000214711
CAPN15	ENSG00000103326
CAPN2	ENSG00000162909
CAPN3	ENSG00000092529
CAPN5	ENSG00000149260
CAPN6	ENSG00000077274
CAPN7	ENSG00000131375
CAPN8	ENSG00000203697
CAPN9	ENSG00000135773
CAPNS1	ENSG00000126247
CAPNS2	ENSG00000256812
CAST	ENSG00000153113
HTRA1	ENSG00000166033
KLK7	ENSG00000169035
NID1	ENSG00000116962
OPTC	ENSG00000188770
SCUBE1	ENSG00000159307
SCUBE3	ENSG00000146197
SPP1	ENSG00000118785
ADRM1	ENSG00000130706
ASXL1	ENSG00000171456
ASXL2	ENSG00000143970
ATXN3	ENSG00000066427
ATXN3L	ENSG00000123594
FKBP8	ENSG00000105701
FOXK1	ENSG00000164916
FOXK2	ENSG00000141568
IDE	ENSG00000119912
JOSD1	ENSG00000100221
JOSD2	ENSG00000161677
MBD5	ENSG00000204406
MBD6	ENSG00000166987
MUL1	ENSG00000090432
MYSM1	ENSG00000162601
OTUB1	ENSG00000167770
OTUB2	ENSG00000089723
OTUD3	ENSG00000169914
OTUD7A	ENSG00000169918
PTRH2	ENSG00000141378
RCE1	ENSG00000173653
RHOT1	ENSG00000126858
RNF128	ENSG00000133135
SENP8	ENSG00000166192
SMAD1	ENSG00000170365
SMAD2	ENSG00000175387
SMAD4	ENSG00000141646
SMAD7	ENSG00000101665
SNX3	ENSG00000112335
STAMBP	ENSG00000124356
STAMBPL1	ENSG00000138134
TAF9B	ENSG00000187325
TGFBR1	ENSG00000106799
TGFBR2	ENSG00000163513
TNIP1	ENSG00000145901
TNIP3	ENSG00000050730
UCHL1	ENSG00000154277
UCHL3	ENSG00000118939
UCHL5	ENSG00000116750
USP12	ENSG00000152484
USP13	ENSG00000058056
USP14	ENSG00000101557
USP15	ENSG00000135655
USP16	ENSG00000156256
USP17L1	ENSG00000230549
USP17L10	ENSG00000231396
USP17L11	ENSG00000233136
USP17L12	ENSG00000227551
USP17L13	ENSG00000232399
USP17L15	ENSG00000223569
USP17L17	ENSG00000249104
USP17L18	ENSG00000250844
USP17L19	ENSG00000248920
USP17L2	ENSG00000223443
USP17L20	ENSG00000250745
USP17L21	ENSG00000249811
USP17L22	ENSG00000248933
USP17L24	ENSG00000232264
USP17L3	ENSG00000225327
USP17L4	ENSG00000236125
USP17L5	ENSG00000227140
USP17L8	ENSG00000237038
USP19	ENSG00000172046
USP20	ENSG00000136878
USP24	ENSG00000162402
USP25	ENSG00000155313
USP26	ENSG00000134588
USP28	ENSG00000048028
USP3	ENSG00000140455
USP34	ENSG00000115464
USP37	ENSG00000135913
USP42	ENSG00000106346
USP44	ENSG00000136014
USP47	ENSG00000170242
USP48	ENSG00000090686
USP49	ENSG00000164663
USP5	ENSG00000111667
USP8	ENSG00000138592
VCPIP1	ENSG00000175073
VDAC2	ENSG00000165637
VDAC3	ENSG00000078668
WDR20	ENSG00000140153
YOD1	ENSG00000180667
ACVR1B	ENSG00000135503
ACVR1C	ENSG00000123612
ACVR2A	ENSG00000121989
ACVR2B	ENSG00000114739
ADAM11	ENSG00000073670
ADAM22	ENSG00000008277
ADAM23	ENSG00000114948
ADGRG6	ENSG00000112414
ADGRV1	ENSG00000164199
ADIRF	ENSG00000148671
AMH	ENSG00000104899
BNIP2	ENSG00000140299
CACNG2	ENSG00000166862
CACNG3	ENSG00000006116
CASP14	ENSG00000105141
CBFB	ENSG00000067955
CDK19	ENSG00000155111
CDSN	ENSG00000204539
CDX2	ENSG00000165556
CEBPA	ENSG00000245848
CEBPE	ENSG00000092067
CELA2A	ENSG00000142615
CER1	ENSG00000147869
CFC1	ENSG00000136698
CSTA	ENSG00000121552
CTNNA2	ENSG00000066032
DAND5	ENSG00000179284
DKK1	ENSG00000107984
DMRT1	ENSG00000137090
DPPA4	ENSG00000121570
DRAP1	ENSG00000175550
DRP2	ENSG00000102385
DSC1	ENSG00000134765
DSC2	ENSG00000134755
DSC3	ENSG00000134762
DSG4	ENSG00000175065
EBF1	ENSG00000164330
EOMES	ENSG00000163508
EVPL	ENSG00000167880
FABP4	ENSG00000170323
FAM120B	ENSG00000112584
FLG	ENSG00000143631
FLI1	ENSG00000151702
FOXA2	ENSG00000125798
FOXA3	ENSG00000170608
FOXD3	ENSG00000187140
FOXH1	ENSG00000160973
FOXL2	ENSG00000183770
FOXP1	ENSG00000114861
GATA2	ENSG00000179348
GATA6	ENSG00000141448
GDF1	ENSG00000130283
GFI1	ENSG00000162676
GJB1	ENSG00000169562
GSC	ENSG00000133937
HHEX	ENSG00000152804
HNF1A	ENSG00000135100
HNF1B	ENSG00000275410
HNF4A	ENSG00000101076
HNF4G	ENSG00000164749
INSM1	ENSG00000173404
IVL	ENSG00000163207
KAZN	ENSG00000189337
KLF4	ENSG00000136826
KLF5	ENSG00000102554
KLK12	ENSG00000186474
KLK13	ENSG00000167759
KLK14	ENSG00000129437
KLK5	ENSG00000167754
KLK8	ENSG00000129455
KRT1	ENSG00000167768
KRT10	ENSG00000186395
KRT12	ENSG00000187242
KRT13	ENSG00000171401
KRT14	ENSG00000186847
KRT15	ENSG00000171346
KRT16	ENSG00000186832
KRT17	ENSG00000128422
KRT18	ENSG00000111057
KRT19	ENSG00000171345
KRT2	ENSG00000172867
KRT20	ENSG00000171431
KRT23	ENSG00000108244
KRT24	ENSG00000167916
KRT25	ENSG00000204897
KRT26	ENSG00000186393
KRT27	ENSG00000171446
KRT28	ENSG00000173908
KRT3	ENSG00000186442
KRT31	ENSG00000094796
KRT32	ENSG00000108759
KRT33A	ENSG00000006059
KRT33B	ENSG00000131738
KRT34	ENSG00000131737
KRT35	ENSG00000197079
KRT36	ENSG00000126337
KRT37	ENSG00000108417
KRT38	ENSG00000171360
KRT39	ENSG00000196859
KRT4	ENSG00000170477
KRT40	ENSG00000204889
KRT5	ENSG00000186081
KRT6A	ENSG00000205420
KRT6B	ENSG00000185479
KRT6C	ENSG00000170465
KRT7	ENSG00000135480
KRT71	ENSG00000139648
KRT72	ENSG00000170486
KRT73	ENSG00000186049
KRT74	ENSG00000170484
KRT75	ENSG00000170454
KRT76	ENSG00000185069
KRT77	ENSG00000189182
KRT78	ENSG00000170423
KRT79	ENSG00000185640
KRT8	ENSG00000170421
KRT80	ENSG00000167767
KRT81	ENSG00000205426
KRT82	ENSG00000161850
KRT83	ENSG00000170523
KRT84	ENSG00000161849
KRT85	ENSG00000135443
KRT86	ENSG00000170442
KRT9	ENSG00000171403
KRTAP1-1	ENSG00000188581
KRTAP1-3	ENSG00000221880
KRTAP1-4	ENSG00000204887
KRTAP1-5	ENSG00000221852
KRTAP10-1	ENSG00000215455
KRTAP10-10	ENSG00000221859
KRTAP10-11	ENSG00000243489
KRTAP10-12	ENSG00000189169
KRTAP10-2	ENSG00000205445
KRTAP10-3	ENSG00000212935
KRTAP10-4	ENSG00000215454
KRTAP10-5	ENSG00000241123
KRTAP10-6	ENSG00000188155
KRTAP10-7	ENSG00000272804
KRTAP10-8	ENSG00000187766
KRTAP10-9	ENSG00000221837
KRTAP11-1	ENSG00000182591
KRTAP12-1	ENSG00000187175
KRTAP12-2	ENSG00000221864
KRTAP12-3	ENSG00000205439
KRTAP12-4	ENSG00000212933
KRTAP13-1	ENSG00000198390
KRTAP13-2	ENSG00000182816
KRTAP13-3	ENSG00000240432
KRTAP13-4	ENSG00000186971
KRTAP15-1	ENSG00000186970
KRTAP16-1	ENSG00000212657
KRTAP17-1	ENSG00000186860
KRTAP19-1	ENSG00000184351
KRTAP19-2	ENSG00000186965
KRTAP19-3	ENSG00000244025
KRTAP19-4	ENSG00000186967
KRTAP19-5	ENSG00000186977
KRTAP19-6	ENSG00000186925
KRTAP19-7	ENSG00000244362
KRTAP19-8	ENSG00000206102
KRTAP2-1	ENSG00000212725
KRTAP2-2	ENSG00000214518
KRTAP2-3	ENSG00000212724
KRTAP2-4	ENSG00000213417
KRTAP20-1	ENSG00000244624
KRTAP20-2	ENSG00000184032
KRTAP21-1	ENSG00000187005
KRTAP21-2	ENSG00000187026
KRTAP21-3	ENSG00000231068
KRTAP22-1	ENSG00000186924
KRTAP23-1	ENSG00000186980
KRTAP24-1	ENSG00000188694
KRTAP25-1	ENSG00000232263
KRTAP26-1	ENSG00000197683
KRTAP27-1	ENSG00000206107
KRTAP29-1	ENSG00000212658
KRTAP3-1	ENSG00000212901
KRTAP3-2	ENSG00000212900
KRTAP3-3	ENSG00000212899
KRTAP4-1	ENSG00000198443
KRTAP4-11	ENSG00000212721
KRTAP4-2	ENSG00000244537
KRTAP4-3	ENSG00000196156
KRTAP4-4	ENSG00000171396
KRTAP4-5	ENSG00000198271
KRTAP4-6	ENSG00000198090
KRTAP4-7	ENSG00000240871
KRTAP4-8	ENSG00000204880
KRTAP4-9	ENSG00000212722
KRTAP5-1	ENSG00000205869
KRTAP5-10	ENSG00000204572
KRTAP5-11	ENSG00000204571
KRTAP5-2	ENSG00000205867
KRTAP5-3	ENSG00000196224
KRTAP5-4	ENSG00000241598
KRTAP5-5	ENSG00000185940
KRTAP5-6	ENSG00000205864
KRTAP5-7	ENSG00000244411
KRTAP5-8	ENSG00000241233
KRTAP5-9	ENSG00000254997
KRTAP6-1	ENSG00000184724
KRTAP6-2	ENSG00000186930
KRTAP6-3	ENSG00000212938
KRTAP8-1	ENSG00000183640
KRTAP9-1	ENSG00000240542
KRTAP9-2	ENSG00000239886
KRTAP9-3	ENSG00000204873
KRTAP9-4	ENSG00000241595
KRTAP9-6	ENSG00000212659
KRTAP9-7	ENSG00000180386
KRTAP9-8	ENSG00000187272
KRTAP9-9	ENSG00000198083
LAMA2	ENSG00000196569
LCE1A	ENSG00000186844
LCE1B	ENSG00000196734
LCE1C	ENSG00000197084
LCE1D	ENSG00000172155
LCE1E	ENSG00000186226
LCE1F	ENSG00000240386
LCE2A	ENSG00000187173
LCE2B	ENSG00000159455
LCE2C	ENSG00000187180
LCE2D	ENSG00000187223
LCE3A	ENSG00000185962
LCE3B	ENSG00000187238
LCE3C	ENSG00000244057
LCE3D	ENSG00000163202
LCE3E	ENSG00000185966
LCE4A	ENSG00000187170
LCE5A	ENSG00000186207
LCE6A	ENSG00000235942
LEFTY1	ENSG00000243709
LEFTY2	ENSG00000143768
LELP1	ENSG00000203784
LEP	ENSG00000174697
LGI1	ENSG00000108231
LGI2	ENSG00000153012
LGI3	ENSG00000168481
LGI4	ENSG00000153902
LIN28A	ENSG00000131914
LIPJ	ENSG00000204022
LIPK	ENSG00000204021
LIPM	ENSG00000173239
LIPN	ENSG00000204020
LORICRIN	ENSG00000203782
MAFA	ENSG00000182759
MBP	ENSG00000197971
MED10	ENSG00000133398
MED11	ENSG00000161920
MED12	ENSG00000184634
MED13	ENSG00000108510
MED13L	ENSG00000123066
MED14	ENSG00000180182
MED15	ENSG00000099917
MED16	ENSG00000175221
MED17	ENSG00000042429
MED18	ENSG00000130772
MED19	ENSG00000156603
MED20	ENSG00000124641
MED21	ENSG00000152944
MED22	ENSG00000148297
MED23	ENSG00000112282
MED24	ENSG00000008838
MED25	ENSG00000104973
MED26	ENSG00000105085
MED27	ENSG00000160563
MED28	ENSG00000118579
MED29	ENSG00000063322
MED30	ENSG00000164758
MED31	ENSG00000108590
MED4	ENSG00000136146
MED6	ENSG00000133997
MED7	ENSG00000155868
MED8	ENSG00000159479
MED9	ENSG00000141026
MEF2B	ENSG00000213999
MPZ	ENSG00000158887
MYB	ENSG00000118513
MYF5	ENSG00000111049
MYF6	ENSG00000111046
MYOD1	ENSG00000129152
MYOG	ENSG00000122180
NAB1	ENSG00000138386
NAB2	ENSG00000166886
NEUROD1	ENSG00000162992
NEUROG3	ENSG00000122859
NKX2-2	ENSG00000125820
NKX6-1	ENSG00000163623
NODAL	ENSG00000156574
NR2F2	ENSG00000185551
NR5A1	ENSG00000136931
NR5A2	ENSG00000116833
NR6A1	ENSG00000148200
NTN3	ENSG00000162068
ONECUT1	ENSG00000169856
ONECUT3	ENSG00000205922
PAX4	ENSG00000106331
PDX1	ENSG00000139515
PERP	ENSG00000112378
PKP2	ENSG00000057294
PKP3	ENSG00000184363
PKP4	ENSG00000144283
PLIN1	ENSG00000166819
PMP22	ENSG00000109099
POU3F1	ENSG00000185668
POU3F2	ENSG00000184486
POU5F1	ENSG00000204531
PPARG	ENSG00000132170
PRDM14	ENSG00000147596
PRSS8	ENSG00000052344
PRX	ENSG00000105227
PTF1A	ENSG00000168267
RFX6	ENSG00000185002
RPTN	ENSG00000215853
RUNX1	ENSG00000159216
SALL1	ENSG00000103449
SALL4	ENSG00000101115
SCD5	ENSG00000145284
SOX10	ENSG00000100146
SPAG9	ENSG00000008294
SPI1	ENSG00000066336
SPINK5	ENSG00000133710
SPINK6	ENSG00000178172
SPINK9	ENSG00000204909
SPRR1A	ENSG00000169474
SPRR1B	ENSG00000169469
SPRR2A	ENSG00000241794
SPRR2B	ENSG00000196805
SPRR2D	ENSG00000163216
SPRR2E	ENSG00000203785
SPRR2F	ENSG00000244094
SPRR2G	ENSG00000159516
SPRR3	ENSG00000163209
ST14	ENSG00000149418
STX1B	ENSG00000099365
TAL1	ENSG00000162367
TCF12	ENSG00000140262
TCF3	ENSG00000071564
TCF4	ENSG00000196628
TCHH	ENSG00000159450
TDGF1	ENSG00000241186
TDGF1P3	ENSG00000225366
TEAD1	ENSG00000187079
TGM1	ENSG00000092295
TGM5	ENSG00000104055
THRAP3	ENSG00000054118
TSC22D1	ENSG00000102804
UTRN	ENSG00000152818
WT1	ENSG00000184937
YAP1	ENSG00000137693
ZFPM2	ENSG00000169946
ZIC3	ENSG00000156925
ZNF467	ENSG00000181444
ZNF638	ENSG00000075292
ZSCAN10	ENSG00000130182
ALPI	ENSG00000163295
AMY1A	ENSG00000237763
AMY1B	ENSG00000174876
AMY1C	ENSG00000187733
AMY2A	ENSG00000243480
AMY2B	ENSG00000240038
CEL	ENSG00000170835
CHIA	ENSG00000134216
CHIT1	ENSG00000133063
CLPS	ENSG00000137392
GUCA2A	ENSG00000197273
GUCA2B	ENSG00000044012
GUCY2C	ENSG00000070019
LCT	ENSG00000115850
LIPF	ENSG00000182333
MGAM	ENSG00000257335
PIR	ENSG00000087842
PNLIP	ENSG00000175535
PNLIPRP1	ENSG00000187021
PNLIPRP2	ENSG00000266200
PNLIPRP3	ENSG00000203837
SI	ENSG00000090402
TREH	ENSG00000118094
