gene_id	gene_name
ENSG00000131355	ADGRE3
ENSG00000123130	ACOT9
ENSG00000188672	RHCE
ENSG00000145675	PIK3R1
ENSG00000006607	FARP2
ENSG00000167711	SERPINF2
ENSG00000143578	CREB3L4
ENSG00000131966	ACTR10
ENSG00000104375	STK3
ENSG00000141456	PELP1
ENSG00000122705	CLTA
ENSG00000166800	LDHAL6A
ENSG00000110148	CCKBR
ENSG00000126709	IFI6
ENSG00000145321	GC
ENSG00000241233	KRTAP5-8
ENSG00000180185	FAHD1
ENSG00000214652	ZNF727
ENSG00000106477	CEP41
ENSG00000197461	PDGFA
ENSG00000198466	ZNF587
ENSG00000133460	SLC2A11
ENSG00000146426	TIAM2
ENSG00000182957	SPATA13
ENSG00000177098	SCN4B
ENSG00000090861	AARS1
ENSG00000213246	SUPT4H1
ENSG00000179941	BBS10
ENSG00000090674	MCOLN1
ENSG00000132170	PPARG
ENSG00000089280	FUS
ENSG00000147885	IFNA16
ENSG00000090776	EFNB1
ENSG00000251322	SHANK3
ENSG00000144730	IL17RD
ENSG00000163959	SLC51A
ENSG00000132698	RAB25
ENSG00000107371	EXOSC3
ENSG00000120332	TNN
ENSG00000197386	HTT
ENSG00000196396	PTPN1
ENSG00000131080	EDA2R
ENSG00000148634	HERC4
ENSG00000136811	ODF2
ENSG00000131748	STARD3
ENSG00000066933	MYO9A
ENSG00000174780	SRP72
ENSG00000197943	PLCG2
ENSG00000101638	ST8SIA5
ENSG00000130414	NDUFA10
ENSG00000179761	PIPOX
ENSG00000101624	CEP76
ENSG00000140157	NIPA2
ENSG00000185236	RAB11B
ENSG00000120137	PANK3
ENSG00000103342	GSPT1
ENSG00000002726	AOC1
ENSG00000120868	APAF1
ENSG00000033800	PIAS1
ENSG00000138796	HADH
ENSG00000128915	ICE2
ENSG00000007264	MATK
ENSG00000095970	TREM2
ENSG00000147596	PRDM14
ENSG00000125144	MT1G
ENSG00000105755	ETHE1
ENSG00000130816	DNMT1
ENSG00000196453	ZNF777
ENSG00000215644	GCGR
ENSG00000166741	NNMT
ENSG00000162396	PARS2
ENSG00000100784	RPS6KA5
ENSG00000165376	CLDN2
ENSG00000147874	HAUS6
ENSG00000072315	TRPC5
ENSG00000086758	HUWE1
ENSG00000173662	TAS1R1
ENSG00000111540	RAB5B
ENSG00000146926	ASB10
ENSG00000162897	FCAMR
ENSG00000173153	ESRRA
ENSG00000278053	DDX52
ENSG00000100312	ACR
ENSG00000141068	KSR1
ENSG00000090857	PDPR
ENSG00000101695	RNF125
ENSG00000130066	SAT1
ENSG00000108561	C1QBP
ENSG00000165097	KDM1B
ENSG00000101189	MRGBP
ENSG00000105443	CYTH2
ENSG00000032444	PNPLA6
ENSG00000156515	HK1
ENSG00000198125	MB
ENSG00000265203	RBP3
ENSG00000185024	BRF1
ENSG00000095794	CREM
ENSG00000085224	ATRX
ENSG00000163631	ALB
ENSG00000129315	CCNT1
ENSG00000163817	SLC6A20
ENSG00000204673	AKT1S1
ENSG00000149177	PTPRJ
ENSG00000089250	NOS1
ENSG00000135124	P2RX4
ENSG00000124610	H1-1
ENSG00000007372	PAX6
ENSG00000090470	PDCD7
ENSG00000072163	LIMS2
ENSG00000183336	BOLA2
ENSG00000102048	ASB9
ENSG00000100285	NEFH
ENSG00000186818	LILRB4
ENSG00000177489	OR2G2
ENSG00000149054	ZNF215
ENSG00000215372	ZNF705G
ENSG00000087842	PIR
ENSG00000253710	ALG11
ENSG00000153233	PTPRR
ENSG00000078814	MYH7B
ENSG00000126953	TIMM8A
ENSG00000102195	GPR50
ENSG00000170837	GPR27
ENSG00000136243	NUP42
ENSG00000120242	IFNA8
ENSG00000198077	CYP2A7
ENSG00000110876	SELPLG
ENSG00000244362	KRTAP19-7
ENSG00000237110	TAAR9
ENSG00000124207	CSE1L
ENSG00000079435	LIPE
ENSG00000104812	GYS1
ENSG00000144355	DLX1
ENSG00000166548	TK2
ENSG00000244025	KRTAP19-3
ENSG00000279486	OR2AG1
ENSG00000197971	MBP
ENSG00000142875	PRKACB
ENSG00000166912	MTMR10
ENSG00000096996	IL12RB1
ENSG00000169814	BTD
ENSG00000120616	EPC1
ENSG00000146007	ZMAT2
ENSG00000226784	PGAM4
ENSG00000165794	SLC39A2
ENSG00000197938	OR5H2
ENSG00000159445	THEM4
ENSG00000173726	TOMM20
ENSG00000197903	H2BC12
ENSG00000091583	APOH
ENSG00000143954	REG3G
ENSG00000102575	ACP5
ENSG00000185420	SMYD3
ENSG00000241468	ATP5MF
ENSG00000211662	IGLV3-21
ENSG00000167754	KLK5
ENSG00000120337	TNFSF18
ENSG00000264522	OTUD7B
ENSG00000137962	ARHGAP29
ENSG00000135862	LAMC1
ENSG00000203722	RAET1G
ENSG00000124333	VAMP7
ENSG00000125835	SNRPB
ENSG00000260314	MRC1
ENSG00000133226	SRRM1
ENSG00000176153	GPX2
ENSG00000038358	EDC4
ENSG00000015520	NPC1L1
ENSG00000143858	SYT2
ENSG00000173801	JUP
ENSG00000085721	RRN3
ENSG00000111241	FGF6
ENSG00000136861	CDK5RAP2
ENSG00000155011	DKK2
ENSG00000120008	WDR11
ENSG00000117505	DR1
ENSG00000057663	ATG5
ENSG00000104904	OAZ1
ENSG00000125445	MRPS7
ENSG00000138326	RPS24
ENSG00000104915	STX10
ENSG00000183918	SH2D1A
ENSG00000137760	ALKBH8
ENSG00000092068	SLC7A8
ENSG00000115325	DOK1
ENSG00000197769	MAP1LC3C
ENSG00000137124	ALDH1B1
ENSG00000156052	GNAQ
ENSG00000156574	NODAL
ENSG00000198851	CD3E
ENSG00000138030	KHK
ENSG00000063046	EIF4B
ENSG00000032219	ARID4A
ENSG00000188153	COL4A5
ENSG00000196660	SLC30A10
ENSG00000203812	H2AC18
ENSG00000166527	CLEC4D
ENSG00000241343	RPL36A
ENSG00000179603	GRM8
ENSG00000164695	CHMP4C
ENSG00000204616	TRIM31
ENSG00000115641	FHL2
ENSG00000162877	PM20D1
ENSG00000183032	SLC25A21
ENSG00000109046	WSB1
ENSG00000187730	GABRD
ENSG00000125651	GTF2F1
ENSG00000125522	NPBWR2
ENSG00000172680	MOS
ENSG00000096384	HSP90AB1
ENSG00000149476	TKFC
ENSG00000111679	PTPN6
ENSG00000070831	CDC42
ENSG00000149636	DSN1
ENSG00000241058	NSUN6
ENSG00000155368	DBI
ENSG00000173226	IQCB1
ENSG00000182613	OR2V2
ENSG00000111732	AICDA
ENSG00000111737	RAB35
ENSG00000116586	LAMTOR2
ENSG00000177174	OR14C36
ENSG00000122085	MTERF4
ENSG00000004809	SLC22A16
ENSG00000115884	SDC1
ENSG00000198130	HIBCH
ENSG00000186197	EDARADD
ENSG00000158050	DUSP2
ENSG00000085719	CPNE3
ENSG00000280021	OR51F1
ENSG00000128059	PPAT
ENSG00000171502	COL24A1
ENSG00000226979	LTA
ENSG00000143545	RAB13
ENSG00000153113	CAST
ENSG00000122971	ACADS
ENSG00000128340	RAC2
ENSG00000145781	COMMD10
ENSG00000127022	CANX
ENSG00000147099	HDAC8
ENSG00000250745	USP17L20
ENSG00000123329	ARHGAP9
ENSG00000198837	DENND4B
ENSG00000162434	JAK1
ENSG00000116525	TRIM62
ENSG00000152086	TUBA3E
ENSG00000198833	UBE2J1
ENSG00000138161	CUZD1
ENSG00000147123	NDUFB11
ENSG00000131737	KRT34
ENSG00000183785	TUBA8
ENSG00000198887	SMC5
ENSG00000154370	TRIM11
ENSG00000119397	CNTRL
ENSG00000104808	DHDH
ENSG00000133065	SLC41A1
ENSG00000006125	AP2B1
ENSG00000152454	ZNF256
ENSG00000006007	GDE1
ENSG00000104918	RETN
ENSG00000176749	CDK5R1
ENSG00000164105	SAP30
ENSG00000117594	HSD11B1
ENSG00000185100	ADSS1
ENSG00000237038	USP17L8
ENSG00000138764	CCNG2
ENSG00000101115	SALL4
ENSG00000196659	TTC30B
ENSG00000166869	CHP2
ENSG00000114554	PLXNA1
ENSG00000102974	CTCF
ENSG00000239951	IGKV3-20
ENSG00000114861	FOXP1
ENSG00000127083	OMD
ENSG00000138942	RNF185
ENSG00000129910	CDH15
ENSG00000101255	TRIB3
ENSG00000249139	EPPIN-WFDC6
ENSG00000181963	OR52K2
ENSG00000183019	MCEMP1
ENSG00000074181	NOTCH3
ENSG00000196632	WNK3
ENSG00000179242	CDH4
ENSG00000144891	AGTR1
ENSG00000206527	HACD2
ENSG00000159224	GIP
ENSG00000137101	CD72
ENSG00000068976	PYGM
ENSG00000096395	MLN
ENSG00000215695	RSC1A1
ENSG00000140564	FURIN
ENSG00000198121	LPAR1
ENSG00000119723	COQ6
ENSG00000185507	IRF7
ENSG00000139155	SLCO1C1
ENSG00000172071	EIF2AK3
ENSG00000140323	DISP2
ENSG00000143106	PSMA5
ENSG00000215545	DEFB116
ENSG00000134905	CARS2
ENSG00000124334	IL9R
ENSG00000183770	FOXL2
ENSG00000157193	LRP8
ENSG00000163956	LRPAP1
ENSG00000135677	GNS
ENSG00000174744	BRMS1
ENSG00000164045	CDC25A
ENSG00000107890	ANKRD26
ENSG00000171016	PYGO1
ENSG00000232995	RGS5
ENSG00000134812	CBLIF
ENSG00000183648	NDUFB1
ENSG00000167653	PSCA
ENSG00000173432	SAA1
ENSG00000039319	ZFYVE16
ENSG00000099917	MED15
ENSG00000233497	HNRNPA1P60
ENSG00000132004	FBXW9
ENSG00000105220	GPI
ENSG00000144061	NPHP1
ENSG00000143774	GUK1
ENSG00000102239	BRS3
ENSG00000183520	UTP11
ENSG00000132589	FLOT2
ENSG00000148248	SURF4
ENSG00000276747	PADI6
ENSG00000215853	RPTN
ENSG00000205309	NT5M
ENSG00000205744	DENND1C
ENSG00000187210	GCNT1
ENSG00000138615	CILP
ENSG00000171103	TRMT61B
ENSG00000211659	IGLV3-25
ENSG00000139624	CERS5
ENSG00000160678	S100A1
ENSG00000004399	PLXND1
ENSG00000085978	ATG16L1
ENSG00000130159	ECSIT
ENSG00000125484	GTF3C4
ENSG00000165272	AQP3
ENSG00000102385	DRP2
ENSG00000140044	JDP2
ENSG00000148297	MED22
ENSG00000168509	HJV
ENSG00000159961	OR3A3
ENSG00000115361	ACADL
ENSG00000172339	ALG14
ENSG00000139350	NEDD1
ENSG00000184845	DRD1
ENSG00000099204	ABLIM1
ENSG00000183580	FBXL7
ENSG00000166394	CYB5R2
ENSG00000136527	TRA2B
ENSG00000181513	ACBD4
ENSG00000169679	BUB1
ENSG00000075426	FOSL2
ENSG00000143499	SMYD2
ENSG00000128617	OPN1SW
ENSG00000156853	ZNF689
ENSG00000146122	DAAM2
ENSG00000150637	CD226
ENSG00000150787	PTS
ENSG00000009724	MASP2
ENSG00000181143	MUC16
ENSG00000131626	PPFIA1
ENSG00000188375	H3-5
ENSG00000151834	GABRA2
ENSG00000100417	PMM1
ENSG00000147416	ATP6V1B2
ENSG00000198860	TSEN15
ENSG00000149541	B3GAT3
ENSG00000169967	MAP3K2
ENSG00000197594	ENPP1
ENSG00000147896	IFNK
ENSG00000147526	TACC1
ENSG00000183715	OPCML
ENSG00000001561	ENPP4
ENSG00000122691	TWIST1
ENSG00000137225	CAPN11
ENSG00000181885	CLDN7
ENSG00000099937	SERPIND1
ENSG00000186198	SLC51B
ENSG00000122952	ZWINT
ENSG00000130385	BMP15
ENSG00000077800	FKBP6
ENSG00000164039	BDH2
ENSG00000033100	CHPF2
ENSG00000102387	TAF7L
ENSG00000123415	SMUG1
ENSG00000103202	NME4
ENSG00000196639	HRH1
ENSG00000160182	TFF1
ENSG00000113532	ST8SIA4
ENSG00000165246	NLGN4Y
ENSG00000164199	ADGRV1
ENSG00000181616	OR52H1
ENSG00000107968	MAP3K8
ENSG00000178187	ZNF454
ENSG00000153956	CACNA2D1
ENSG00000122515	ZMIZ2
ENSG00000186867	QRFPR
ENSG00000025156	HSF2
ENSG00000116221	MRPL37
ENSG00000150244	TRIM48
ENSG00000166135	HIF1AN
ENSG00000204899	MZT1
ENSG00000184160	ADRA2C
ENSG00000068903	SIRT2
ENSG00000168995	SIGLEC7
ENSG00000197162	ZNF785
ENSG00000169282	KCNAB1
ENSG00000169018	FEM1B
ENSG00000166507	NDST2
ENSG00000065923	SLC9A7
ENSG00000082212	ME2
ENSG00000198939	ZFP2
ENSG00000204392	LSM2
ENSG00000079215	SLC1A3
ENSG00000197157	SND1
ENSG00000101470	TNNC2
ENSG00000157551	KCNJ15
ENSG00000142065	ZFP14
ENSG00000206075	SERPINB5
ENSG00000158941	CCAR2
ENSG00000171054	OR13H1
ENSG00000198909	MAP3K3
ENSG00000258659	TRIM34
ENSG00000115266	APC2
ENSG00000174684	B4GAT1
ENSG00000120694	HSPH1
ENSG00000074317	SNCB
ENSG00000188690	UROS
ENSG00000102738	MRPS31
ENSG00000163933	RFT1
ENSG00000114026	OGG1
ENSG00000186572	DEFB107A
ENSG00000196350	ZNF729
ENSG00000131368	MRPS25
ENSG00000144648	ACKR2
ENSG00000088538	DOCK3
ENSG00000003137	CYP26B1
ENSG00000035664	DAPK2
ENSG00000164638	SLC29A4
ENSG00000173213	TUBB8B
ENSG00000273559	CWC25
ENSG00000143595	AQP10
ENSG00000189143	CLDN4
ENSG00000079616	KIF22
ENSG00000070748	CHAT
ENSG00000116863	ADPRS
ENSG00000185813	PCYT2
ENSG00000082175	PGR
ENSG00000125877	ITPA
ENSG00000111087	GLI1
ENSG00000187080	OR2AK2
ENSG00000100320	RBFOX2
ENSG00000178338	ZNF354B
ENSG00000221869	CEBPD
ENSG00000090097	PCBP4
ENSG00000165934	CPSF2
ENSG00000171174	RBKS
ENSG00000184227	ACOT1
ENSG00000111245	MYL2
ENSG00000123159	GIPC1
ENSG00000099901	RANBP1
ENSG00000005981	ASB4
ENSG00000188467	SLC24A5
ENSG00000162496	DHRS3
ENSG00000169242	EFNA1
ENSG00000179604	CDC42EP4
ENSG00000120910	PPP3CC
ENSG00000096063	SRPK1
ENSG00000214711	CAPN14
ENSG00000139613	SMARCC2
ENSG00000086061	DNAJA1
ENSG00000183684	ALYREF
ENSG00000204909	SPINK9
ENSG00000050405	LIMA1
ENSG00000169955	ZNF747
ENSG00000148386	LCN9
ENSG00000228083	IFNA14
ENSG00000078579	FGF20
ENSG00000159346	ADIPOR1
ENSG00000169783	LINGO1
ENSG00000130311	DDA1
ENSG00000038210	PI4K2B
ENSG00000213465	ARL2
ENSG00000160224	AIRE
ENSG00000182054	IDH2
ENSG00000118322	ATP10B
ENSG00000274736	CCL23
ENSG00000164406	LEAP2
ENSG00000183172	SMDT1
ENSG00000136273	HUS1
ENSG00000171557	FGG
ENSG00000171848	RRM2
ENSG00000119917	IFIT3
ENSG00000168131	OR2B2
ENSG00000143882	ATP6V1C2
ENSG00000145494	NDUFS6
ENSG00000100211	CBY1
ENSG00000005844	ITGAL
ENSG00000124357	NAGK
ENSG00000146013	GFRA3
ENSG00000078900	TP73
ENSG00000182636	NDN
ENSG00000115363	EVA1A
ENSG00000072133	RPS6KA6
ENSG00000079337	RAPGEF3
ENSG00000181903	OR4C6
ENSG00000003989	SLC7A2
ENSG00000145826	LECT2
ENSG00000092820	EZR
ENSG00000184840	TMED9
ENSG00000176567	OR4X1
ENSG00000127445	PIN1
ENSG00000131979	GCH1
ENSG00000113441	LNPEP
ENSG00000100162	CENPM
ENSG00000125730	C3
ENSG00000019186	CYP24A1
ENSG00000184260	H2AC20
ENSG00000042445	RETSAT
ENSG00000136943	CTSV
ENSG00000172262	ZNF131
ENSG00000185361	TNFAIP8L1
ENSG00000167414	GNG8
ENSG00000008405	CRY1
ENSG00000170515	PA2G4
ENSG00000127415	IDUA
ENSG00000060069	CTDP1
ENSG00000100029	PES1
ENSG00000119650	IFT43
ENSG00000173875	ZNF791
ENSG00000156239	N6AMT1
ENSG00000143184	XCL1
ENSG00000221813	OR6B1
ENSG00000136868	SLC31A1
ENSG00000172748	ZNF596
ENSG00000169733	RFNG
ENSG00000160352	ZNF714
ENSG00000177932	ZNF354C
ENSG00000113396	SLC27A6
ENSG00000143556	S100A7
ENSG00000117069	ST6GALNAC5
ENSG00000163684	RPP14
ENSG00000254737	OR10G4
ENSG00000120699	EXOSC8
ENSG00000148053	NTRK2
ENSG00000079112	CDH17
ENSG00000168329	CX3CR1
ENSG00000180872	DEFB112
ENSG00000124313	IQSEC2
ENSG00000174444	RPL4
ENSG00000125848	FLRT3
ENSG00000143436	MRPL9
ENSG00000007216	SLC13A2
ENSG00000168575	SLC20A2
ENSG00000162521	RBBP4
ENSG00000144713	RPL32
ENSG00000146955	RAB19
ENSG00000170703	TTLL6
ENSG00000113303	BTNL8
ENSG00000104980	TIMM44
ENSG00000122121	XPNPEP2
ENSG00000197562	RAB40C
ENSG00000235568	NFAM1
ENSG00000092841	MYL6
ENSG00000034053	APBA2
ENSG00000067167	TRAM1
ENSG00000101405	OXT
ENSG00000139187	KLRG1
ENSG00000154734	ADAMTS1
ENSG00000028839	TBPL1
ENSG00000185339	TCN2
ENSG00000165591	FAAH2
ENSG00000079482	OPHN1
ENSG00000161911	TREML1
ENSG00000168803	ADAL
ENSG00000135740	SLC9A5
ENSG00000198704	GPX6
ENSG00000186188	FFAR4
ENSG00000169169	CPT1C
ENSG00000138794	CASP6
ENSG00000143768	LEFTY2
ENSG00000167941	SOST
ENSG00000165556	CDX2
ENSG00000177465	ACOT4
ENSG00000162645	GBP2
ENSG00000174446	SNAPC5
ENSG00000275832	ARHGAP23
ENSG00000133027	PEMT
ENSG00000125630	POLR1B
ENSG00000069482	GAL
ENSG00000110060	PUS3
ENSG00000221829	FANCG
ENSG00000156983	BRPF1
ENSG00000115204	MPV17
ENSG00000108821	COL1A1
ENSG00000104824	HNRNPL
ENSG00000275385	CCL18
ENSG00000059915	PSD
ENSG00000271625	PSMA6P4
ENSG00000126861	OMG
ENSG00000136636	KCTD3
ENSG00000181195	PENK
ENSG00000178935	ZNF552
ENSG00000204531	POU5F1
ENSG00000012171	SEMA3B
ENSG00000243466	IGKV1-5
ENSG00000205030	OR5L2
ENSG00000186020	ZNF529
ENSG00000021488	SLC7A9
ENSG00000113070	HBEGF
ENSG00000089157	RPLP0
ENSG00000168653	NDUFS5
ENSG00000171119	NRTN
ENSG00000197837	H4-16
ENSG00000126787	DLGAP5
ENSG00000114115	RBP1
ENSG00000101464	PIGU
ENSG00000168124	OR1F1
ENSG00000143515	ATP8B2
ENSG00000134183	GNAT2
ENSG00000170624	SGCD
ENSG00000154262	ABCA6
ENSG00000127928	GNGT1
ENSG00000175130	MARCKSL1
ENSG00000185974	GRK1
ENSG00000159248	GJD2
ENSG00000134202	GSTM3
ENSG00000175143	OR2T1
ENSG00000140022	STON2
ENSG00000074201	CLNS1A
ENSG00000111726	CMAS
ENSG00000010671	BTK
ENSG00000232382	OR5K1
ENSG00000181830	SLC35C1
ENSG00000102221	JADE3
ENSG00000108010	GLRX3
ENSG00000141506	PIK3R5
ENSG00000138443	ABI2
ENSG00000120798	NR2C1
ENSG00000138375	SMARCAL1
ENSG00000197081	IGF2R
ENSG00000070669	ASNS
ENSG00000091136	LAMB1
ENSG00000065320	NTN1
ENSG00000157240	FZD1
ENSG00000033122	LRRC7
ENSG00000198538	ZNF28
ENSG00000102854	MSLN
ENSG00000142615	CELA2A
ENSG00000124171	PARD6B
ENSG00000104320	NBN
ENSG00000066230	SLC9A3
ENSG00000108771	DHX58
ENSG00000206102	KRTAP19-8
ENSG00000086232	EIF2AK1
ENSG00000135845	PIGC
ENSG00000115825	PRKD3
ENSG00000113068	PFDN1
ENSG00000102804	TSC22D1
ENSG00000117411	B4GALT2
ENSG00000185551	NR2F2
ENSG00000189280	GJB5
ENSG00000157020	SEC13
ENSG00000177084	POLE
ENSG00000162009	SSTR5
ENSG00000151693	ASAP2
ENSG00000185697	MYBL1
ENSG00000284202	MIR137
ENSG00000119673	ACOT2
ENSG00000083838	ZNF446
ENSG00000145284	SCD5
ENSG00000277494	GPIHBP1
ENSG00000160223	ICOSLG
ENSG00000122008	POLK
ENSG00000134588	USP26
ENSG00000136111	TBC1D4
ENSG00000135679	MDM2
ENSG00000228198	OR2M3
ENSG00000100804	PSMB5
ENSG00000108641	B9D1
ENSG00000109163	GNRHR
ENSG00000101096	NFATC2
ENSG00000136931	NR5A1
ENSG00000009844	VTA1
ENSG00000140009	ESR2
ENSG00000117601	SERPINC1
ENSG00000164292	RHOBTB3
ENSG00000054983	GALC
ENSG00000088926	F11
ENSG00000007255	TRAPPC6A
ENSG00000172497	ACOT12
ENSG00000187790	FANCM
ENSG00000196099	OR6M1
ENSG00000127588	GNG13
ENSG00000184698	OR51M1
ENSG00000165219	GAPVD1
ENSG00000156973	PDE6D
ENSG00000116329	OPRD1
ENSG00000211959	IGHV4-39
ENSG00000128513	POT1
ENSG00000168806	LCMT2
ENSG00000144028	SNRNP200
ENSG00000138095	LRPPRC
ENSG00000134698	AGO4
ENSG00000164070	HSPA4L
ENSG00000119638	NEK9
ENSG00000069764	PLA2G10
ENSG00000149313	AASDHPPT
ENSG00000155463	OXA1L
ENSG00000139531	SUOX
ENSG00000196652	ZKSCAN5
ENSG00000276409	CCL14
ENSG00000129355	CDKN2D
ENSG00000125818	PSMF1
ENSG00000126091	ST3GAL3
ENSG00000150594	ADRA2A
ENSG00000067066	SP100
ENSG00000135249	RINT1
ENSG00000167555	ZNF528
ENSG00000136156	ITM2B
ENSG00000180432	CYP8B1
ENSG00000101871	MID1
ENSG00000274183	H2AB1
ENSG00000178691	SUZ12
ENSG00000265107	GJA5
ENSG00000114805	PLCH1
ENSG00000136908	DPM2
ENSG00000078053	AMPH
ENSG00000104974	LILRA1
ENSG00000185821	OR6C76
ENSG00000273899	NOL12
ENSG00000211937	IGHV2-5
ENSG00000101003	GINS1
ENSG00000125447	GGA3
ENSG00000164975	SNAPC3
ENSG00000243480	AMY2A
ENSG00000082074	FYB1
ENSG00000114423	CBLB
ENSG00000172432	GTPBP2
ENSG00000255298	OR8G5
ENSG00000124466	LYPD3
ENSG00000171711	DEFB4A
ENSG00000175104	TRAF6
ENSG00000115353	TACR1
ENSG00000116337	AMPD2
ENSG00000119402	FBXW2
ENSG00000014138	POLA2
ENSG00000149781	FERMT3
ENSG00000176742	OR51V1
ENSG00000100650	SRSF5
ENSG00000070367	EXOC5
ENSG00000083814	ZNF671
ENSG00000143119	CD53
ENSG00000126247	CAPNS1
ENSG00000144908	ALDH1L1
ENSG00000076924	XAB2
ENSG00000147432	CHRNB3
ENSG00000155974	GRIP1
ENSG00000189046	ALKBH2
ENSG00000153574	RPIA
ENSG00000243477	NAA80
ENSG00000116539	ASH1L
ENSG00000198646	NCOA6
ENSG00000205426	KRT81
ENSG00000108479	GALK1
ENSG00000111713	GYS2
ENSG00000212899	KRTAP3-3
ENSG00000187701	OR2T27
ENSG00000065154	OAT
ENSG00000139567	ACVRL1
ENSG00000175203	DCTN2
ENSG00000060339	CCAR1
ENSG00000005421	PON1
ENSG00000204370	SDHD
ENSG00000106341	PPP1R17
ENSG00000128245	YWHAH
ENSG00000180096	SEPTIN1
ENSG00000156140	ADAMTS3
ENSG00000248098	BCKDHA
ENSG00000109193	SULT1E1
ENSG00000163909	HEYL
ENSG00000105705	SUGP1
ENSG00000114450	GNB4
ENSG00000120156	TEK
ENSG00000174136	RGMB
ENSG00000111664	GNB3
ENSG00000213020	ZNF611
ENSG00000162734	PEA15
ENSG00000241258	CRCP
ENSG00000070729	CNGB1
ENSG00000104826	LHB
ENSG00000160460	SPTBN4
ENSG00000160255	ITGB2
ENSG00000119685	TTLL5
ENSG00000119537	KDSR
ENSG00000141698	NT5C3B
ENSG00000118971	CCND2
ENSG00000131653	TRAF7
ENSG00000132718	SYT11
ENSG00000169715	MT1E
ENSG00000113327	GABRG2
ENSG00000115350	POLE4
ENSG00000205496	OR51A2
ENSG00000043143	JADE2
ENSG00000152463	OLAH
ENSG00000184470	TXNRD2
ENSG00000147606	SLC26A7
ENSG00000124635	H2BC11
ENSG00000129682	FGF13
ENSG00000186153	WWOX
ENSG00000108786	HSD17B1
ENSG00000188269	OR7A5
ENSG00000104946	TBC1D17
ENSG00000279111	OR10X1
ENSG00000169045	HNRNPH1
ENSG00000150527	MIA2
ENSG00000142733	MAP3K6
ENSG00000101224	CDC25B
ENSG00000169918	OTUD7A
ENSG00000196262	PPIA
ENSG00000174059	CD34
ENSG00000179091	CYC1
ENSG00000188419	CHM
ENSG00000152591	DSPP
ENSG00000145779	TNFAIP8
ENSG00000163950	SLBP
ENSG00000198400	NTRK1
ENSG00000168314	MOBP
ENSG00000143878	RHOB
ENSG00000067900	ROCK1
ENSG00000005187	ACSM3
ENSG00000141485	SLC13A5
ENSG00000105880	DLX5
ENSG00000120784	ZFP30
ENSG00000188038	NRN1L
ENSG00000012779	ALOX5
ENSG00000159023	EPB41
ENSG00000069399	BCL3
ENSG00000101076	HNF4A
ENSG00000278705	H4C2
ENSG00000158710	TAGLN2
ENSG00000198113	TOR4A
ENSG00000131781	FMO5
ENSG00000258839	MC1R
ENSG00000173868	PHOSPHO1
ENSG00000117399	CDC20
ENSG00000103546	SLC6A2
ENSG00000204671	IL31
ENSG00000185231	MC2R
ENSG00000077157	PPP1R12B
ENSG00000164362	TERT
ENSG00000109929	SC5D
ENSG00000151702	FLI1
ENSG00000126545	CSN1S1
ENSG00000141338	ABCA8
ENSG00000213934	HBG1
ENSG00000106333	PCOLCE
ENSG00000089006	SNX5
ENSG00000178971	CTC1
ENSG00000149136	SSRP1
ENSG00000059145	UNKL
ENSG00000112309	B3GAT2
ENSG00000229314	ORM1
ENSG00000228253	MT-ATP8
ENSG00000169230	PRELID1
ENSG00000170049	KCNAB3
ENSG00000122218	COPA
ENSG00000179115	FARSA
ENSG00000187741	FANCA
ENSG00000213096	ZNF254
ENSG00000174804	FZD4
ENSG00000269466	H3Y1
ENSG00000215845	TSTD1
ENSG00000109674	NEIL3
ENSG00000092421	SEMA6A
ENSG00000153187	HNRNPU
ENSG00000172362	OR5B12
ENSG00000110958	PTGES3
ENSG00000182083	OR6B2
ENSG00000062650	WAPL
ENSG00000132522	GPS2
ENSG00000144354	CDCA7
ENSG00000128311	TST
ENSG00000055118	KCNH2
ENSG00000196917	HCAR1
ENSG00000099875	MKNK2
ENSG00000075413	MARK3
ENSG00000128298	BAIAP2L2
ENSG00000143344	RGL1
ENSG00000124302	CHST8
ENSG00000175567	UCP2
ENSG00000141349	G6PC3
ENSG00000135245	HILPDA
ENSG00000198612	COPS8
ENSG00000077498	TYR
ENSG00000106258	CYP3A5
ENSG00000078043	PIAS2
ENSG00000162729	IGSF8
ENSG00000170909	OSCAR
ENSG00000081138	CDH7
ENSG00000135018	UBQLN1
ENSG00000168758	SEMA4C
ENSG00000111144	LTA4H
ENSG00000241351	IGKV3-11
ENSG00000129071	MBD4
ENSG00000188312	CENPP
ENSG00000183395	PMCH
ENSG00000205678	TECRL
ENSG00000205277	MUC12
ENSG00000142611	PRDM16
ENSG00000150907	FOXO1
ENSG00000105967	TFEC
ENSG00000074590	NUAK1
ENSG00000008394	MGST1
ENSG00000112031	MTRF1L
ENSG00000166387	PPFIBP2
ENSG00000160963	COL26A1
ENSG00000100241	SBF1
ENSG00000174448	STARD6
ENSG00000131323	TRAF3
ENSG00000172150	OR1A2
ENSG00000240386	LCE1F
ENSG00000213585	VDAC1
ENSG00000141030	COPS3
ENSG00000116001	TIA1
ENSG00000164307	ERAP1
ENSG00000115850	LCT
ENSG00000134333	LDHA
ENSG00000143374	TARS2
ENSG00000135446	CDK4
ENSG00000198734	F5
ENSG00000172345	STARD5
ENSG00000108654	DDX5
ENSG00000198690	FAN1
ENSG00000158089	GALNT14
ENSG00000151657	KIN
ENSG00000196557	CACNA1H
ENSG00000106305	AIMP2
ENSG00000100031	GGT1
ENSG00000133256	PDE6B
